Handle,Price,ImageSrc,Body,Vendor,Type,Tags,Color,VariantGrams,VariantInventoryTracker,VariantInventoryQty,ImageAltText,VariantImage,STYLE#,AVAILABLE_SIZES,SUGGESTED_PRICE,CATEGORY_NAME,SIZE,WEIGHT,PieceCost,SIZE_INDEX,MSRP,FRONT_MODEL_IMAGE_URL,BACK_MODEL_IMAGE_URL,FRONT_FLAT_IMAGE_URL,BACK_FLAT_IMAGE_URL,PRODUCT_MEASUREMENTS,DECORATION_SPEC_SHEET,barcode,Title,Hex,Style
18200B,10.89,https://cdnm.sanmar.com/imglib/mresjpg/2013/f9/18200B_black_model_front.jpg,8-ounce 50/50 cotton/poly Covered elastic waistbandNo drawcord at waistElastic cuffsDouble-needle bottom hemRecycled high-performing black tear-away labelPlease note: This product is transitioning from tear-away labels to recycled high-performing black tear-away labels. Your order may contain a combination of both labels. ,Gildan,0,YouthPants,Black,0.46,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2013/f9/18200B_black_model_front.jpg,18200B,Youth Sizes: S-XL,17.79,0,S,0,10.89,2,17.78,https://cdnm.sanmar.com/imglib/mresjpg/2013/f9/18200B_black_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2013/f12/18200B_black_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2013/f10/18200B_black_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f9/18200B_black_flat_back.jpg ,18200B_productmeasurement.pdf,https://www.sanmar.com/p/5931/decorationSpecSheet,862592,Gildan® Youth Heavy Blend Sweatpant. 18200B,0,18200B
YST350LS,5.49,https://cdnm.sanmar.com/imglib/mresjpg/2021/f6/YST350LS_black_model_front.jpg,Lightweight roomy and highly breathable these moisture-wicking value-priced tees feature PosiCharge technology to lock in color and prevent logos from fading.3.8-ounce 100% polyester interlock with PosiCharge technology Removable tag for comfort and relabeling Set-in sleevesGiven the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,Sport-Tek,0,YouthLong Sleeve,Black,0.23,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2021/f6/YST350LS_black_model_front.jpg,YST350LS,Youth Sizes: XS-XL,8.98,0,XS,0,5.49,1,8.98,https://cdnm.sanmar.com/imglib/mresjpg/2021/f6/YST350LS_black_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2021/f6/YST350LS_black_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2023/f13/YST350LS_Black_Form_Front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2023/f13/YST350LS_Black_Form_Back.jpg ,YST350LS_productmeasurement.pdf,https://www.sanmar.com/p/6037/decorationSpecSheet,875161,Sport-Tek® Youth Long Sleeve PosiCharge® Competitor Tee. YST350LS,0,YST350LS
YST361,7.49,https://cdnm.sanmar.com/imglib/mresjpg/2014/f3/YST361_vntghthrblack_model_front_112013.jpg,Extra color at the neck and sides with exceptional breathability moisture-wicking snag-resistant performance and value.3.8-ounce 100% polyester jersey 3.8-ounce 100% polyester interlock panels Removable tag for comfort and relabeling Raglan sleeves*Due to the nature of 100% polyester performance fabrics special care must be taken throughout the screen printing process. ,Sport-Tek,0,Youth,Vintage Heather/ Black,0.22,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2014/f3/YST361_vntghthrblack_model_front_112013.jpg,YST361,Youth Sizes: XS-XL,10.98,0,XS,0,7.49,1,10.98,https://cdnm.sanmar.com/imglib/mresjpg/2014/f3/YST361_vntghthrblack_model_front_112013.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f3/YST361_vntghthrblack_model_back_112013.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f1/YST361_vntghthrblack_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f9/YST361_vintageheatherblack_flat_back.jpg ,YST361_productmeasurement.pdf,https://www.sanmar.com/p/6038/decorationSpecSheet,875271,Sport-Tek® Youth Heather Colorblock Contender Tee. YST361,0,YST361
DT4000,3.75,https://cdnm.sanmar.com/imglib/mresjpg/2014/f4/DT4000_black_model_front_042014.jpg,This tee has a well-loved look thanks to our garment wash treatment. 3.7-ounce 100% ring spun combed cotton 40 singles 90/10 ring spun combed cotton/viscose (Heather Grey) ,District,0,Mens,Black,0.25,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2014/f4/DT4000_black_model_front_042014.jpg,DT4000,Young Mens Sizes: XS-4XL,7.5,0,XS,0,3.75,1,0,https://cdnm.sanmar.com/imglib/mresjpg/2014/f4/DT4000_black_model_front_042014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f4/DT4000_black_model_back_042014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f4/DT4000_black_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2014/f5/DT4000_black_flat_back.jpg ,DT4000_productmeasurement.pdf,https://www.sanmar.com/p/6172/decorationSpecSheet,890851,DISCONTINUED District® Young Mens Soft Wash Crew Tee. DT4000,0,DT4000
DT4501,3.25,https://cdnm.sanmar.com/imglib/mresjpg/2014/f4/DT4501_black_model_front_042014.jpg,A special garment wash gives this tee vintage appeal and lighter-than-air softness.3.7-ounce 100% ring spun combed cotton 40 singles 90/10 ring spun combed cotton/viscose (Heather Grey) ,District,0,0,Black,0.18,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2014/f4/DT4501_black_model_front_042014.jpg,DT4501,Juniors Sizes: XS-4XL,6.5,0,XS,0,3.25,1,0,https://cdnm.sanmar.com/imglib/mresjpg/2014/f4/DT4501_black_model_front_042014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f4/DT4501_black_model_back_042014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f4/DT4501_black_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2014/f5/DT4501_black_flat_back.jpg ,DT4501_productmeasurement.pdf,https://www.sanmar.com/p/6173/decorationSpecSheet,891251,DISCONTINUED District® Juniors Soft Wash V-Neck Tee. DT4501,0,DT4501
DT264,6.99,https://cdnm.sanmar.com/imglib/mresjpg/2014/f4/DT264_blackhthrdnickel_model_front_042014.jpg,A lightweight Microburn panel and matching sleeve stripes makes this tee a team player. 4.8-ounce 50/50 ring spun combed cotton/poly jersey knit body 26 singles 2.5-ounce 75/25 poly/ring spun cotton Microburn insets 40 singles ,District,0,0,Black/ Heathered Nickel,0.58,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2014/f4/DT264_blackhthrdnickel_model_front_042014.jpg,DT264,Juniors Sizes: XS-4XL,13.98,0,XS,0,6.99,1,13.98,https://cdnm.sanmar.com/imglib/mresjpg/2014/f4/DT264_blackhthrdnickel_model_front_042014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f4/DT264_blackhthrdnickel_model_back_042014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f4/DT264_blackhthrnickel_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2014/f5/DT264_blackhthrdnickel_flat_back.jpg ,DT264_productmeasurement.pdf,https://www.sanmar.com/p/6175/decorationSpecSheet,891971,DISCONTINUED District® Juniors Varsity V-Neck Tee. DT264,0,DT264
DT223,7.49,https://cdnm.sanmar.com/imglib/mresjpg/2014/f3/DT223_aquamarine_model_front_042014.jpg,Enjoy summertime style anytime in this strappy dress that can double as a cover-up.4.8-ounce 50/50 ring spun combed cotton/poly 26 singles Adjustable straps with dyed-to-match sliders Scalloped hem ,District,0,0,Aquamarine,0.37,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2014/f3/DT223_aquamarine_model_front_042014.jpg,DT223,Juniors Sizes: XS-4XL,14.98,0,XS,0,7.49,1,14.98,https://cdnm.sanmar.com/imglib/mresjpg/2014/f3/DT223_aquamarine_model_front_042014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f3/DT223_aquamarine_model_back_042014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f3/DT223_aquamarine_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2014/f5/DT223_aquamarine_flat_back.jpg ,DT223_productmeasurement.pdf,https://www.sanmar.com/p/6176/decorationSpecSheet,892351,DISCONTINUED District® Juniors Strappy Dress. DT223,0,DT223
DT243,5.99,https://cdnm.sanmar.com/imglib/mresjpg/2014/f4/DT243_greycharcoalhthr_model_front_042014.jpg,Tri-blend comfort and pieced details make this tee colorfully cool.4.4-ounce 50/38/12 poly/ring spun cotton/rayon 30 singlesPiecing on front and back*The Tri-Blend fabric infuses each garment with unique character. Please allow for slight color variations. ,District,0,Crewneck,Grey Heather/ Charcoal Heather,0.58,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2014/f4/DT243_greycharcoalhthr_model_front_042014.jpg,DT243,Juniors Sizes: XS-4XL,11.98,0,XS,0,5.99,1,11.98,https://cdnm.sanmar.com/imglib/mresjpg/2014/f4/DT243_greycharcoalhthr_model_front_042014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f4/DT243_greycharcoalhthr_model_back_042014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f4/DT243_greycharcoalhthr_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2014/f5/DT243_greycharcoalhthr_flat_back.jpg ,DT243_productmeasurement.pdf,https://www.sanmar.com/p/6183/decorationSpecSheet,893721,DISCONTINUED District® Juniors Tri-Blend Pieced Crewneck Tee. DT243,0,DT243
DT1020,14.99,https://cdnm.sanmar.com/imglib/mresjpg/2014/f3/DT1020_navy_model_front_042014.jpg,Ideal for the beach pool or street. 4.1-ounce 100% polyester Spandex fly and dyed-to-match lace closure 10.5-inch inseam Right patch pocket with inner loop for keys ,District,0,Mens,Navy,0.42,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2014/f3/DT1020_navy_model_front_042014.jpg,DT1020,Young Mens Sizes: 28-42 (even sizes),29.98,0,32,0,14.99,3,29.98,https://cdnm.sanmar.com/imglib/mresjpg/2014/f3/DT1020_navy_model_front_042014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f4/DT1020_navy_model_back_042014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f3/DT1020_navy_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f15/DT1020_navy_flat_back.jpg ,DT1020_productmeasurement.pdf,https://www.sanmar.com/p/6171/decorationSpecSheet,896193,DISCONTINUED District® Young Mens Boardshort. DT1020,0,DT1020
DT2020,13.99,https://cdnm.sanmar.com/imglib/mresjpg/2014/f3/DT2020_black_model_front_042014.jpg,This warm-weather must-have pairs easily with a bikini tee or tank.4.1-ounce 100% polyester Spandex fly and dyed-to-match lace closure 3-inch inseam Right patch pocket ,District,0,0,Black,0.26,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2014/f3/DT2020_black_model_front_042014.jpg,DT2020,Juniors Sizes: 0-13 (odd sizes),27.98,0,0,0,13.99,3,27.98,https://cdnm.sanmar.com/imglib/mresjpg/2014/f3/DT2020_black_model_front_042014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f3/DT2020_black_model_back_042014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f3/DT2020_black_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f11/DT2020_black_flat_back.jpg ,DT2020_productmeasurement.pdf,https://www.sanmar.com/p/6195/decorationSpecSheet,896493,DISCONTINUED District® Juniors Boardshort. DT2020,0,DT2020
R102,24.66,https://cdnm.sanmar.com/imglib/mresjpg/2014/f8/R102_deepsmoke_model_front_072014.jpg,Pamper yourself at the spa resort or at home in this luxurious shawl collar robe that will keep you warm and cozy.14.5-ounce linear yard 100% polyester fleece Two patch pockets at hips Self-fabric belt and loops for easy adjustment Measures:32 -40 chest 47 length (S/M); 40 -54 chest 50 length (L/XL) ,Port Authority,0,0,Deep Smoke,1.78,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2014/f8/R102_deepsmoke_model_front_072014.jpg,R102,Sizes: S/M  L/XL,41.32,0,S/M,0,24.66,2,41.32,https://cdnm.sanmar.com/imglib/mresjpg/2014/f8/R102_deepsmoke_model_front_072014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f8/R102_deepsmoke_model_back_072014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f5/R102_deepsmoke_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2014/f8/R102_deepsmokegrey_flat_back.jpg ,R102_productmeasurement.pdf,https://www.sanmar.com/p/6246/decorationSpecSheet,902212,Port Authority® Plush Microfleece Shawl Collar Robe. R102,0,R102
R103,35.99,https://cdnm.sanmar.com/imglib/mresjpg/2014/f8/R103_white_model_front_072014.jpg,A welcome indulgence this cotton robe with its checkered texture and exceptional absorbency is perfect for the pool spa or resort. 9.2-ounce 100% cotton Side seamed with 1/4 single-needle topstitch Two patch pockets at hips Self-fabric belt and loops for easy adjustment Measures:32 -40 chest 47 length (S/M); 40 -54 chest 50 length (L/XL) ,Port Authority,0,0,White,2.95,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2014/f8/R103_white_model_front_072014.jpg,R103,Sizes: S/M  L/XL,63.98,0,S/M,0,35.99,2,63.98,https://cdnm.sanmar.com/imglib/mresjpg/2014/f8/R103_white_model_front_072014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f8/R103_white_model_back_072014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f8/R103_white_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2014/f8/R103_white_flat_back.jpg ,R103_productmeasurement.pdf,https://www.sanmar.com/p/6240/decorationSpecSheet,902312,Port Authority® Checkered Terry Shawl Collar Robe. R103,0,R103
A705,11.69,https://cdnm.sanmar.com/imglib/mresjpg/2021/f5/A705_black_model_front.jpg,Enjoy crafting cooking or serving in this easy care apron that shields your clothes from stains. 8-ounce 65/35 poly/cotton twill Three front pockets Adjustable side ties 18 w x 32 l (S/M); 22.5 w x 36 l (L/XL) ,Port Authority,0,0,Black,0.86,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2021/f5/A705_black_model_front.jpg,A705,Sizes: S/M  L/XL,19.38,0,S/M,0,11.69,2,19.38,https://cdnm.sanmar.com/imglib/mresjpg/2021/f5/A705_black_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2021/f5/A705_black_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f8/A705_black_flat_front.jpg , ,A705_productmeasurement.pdf,https://www.sanmar.com/p/6249/decorationSpecSheet,902372,Port Authority® Easy Care Cobbler Apron with Stain Release. A705,0,A705
YST244,18.99,https://cdnm.sanmar.com/imglib/mresjpg/2014/f10/YST244_black_model_front_072014.jpg,Our Sport-Wick technology transforms anti-static fleece into an excellent warm up and cool down option. Your top layer releases moisture from inner layers while keeping your skin comfortably dry. 5.5-ounce 100% polyester Three-panel hood Self-fabric hood lining No drawcord at hood Taped neck Self-fabric cuffs and hem Front pouch pocket*Please note: This product is transitioning from woven labels to tag-free labels. Your order may contain a combination of both labels ,Sport-Tek,0,Youth,Black,0.63,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2014/f10/YST244_black_model_front_072014.jpg,YST244,Youth Sizes: XS-XL,29.98,0,XS,0,18.99,1,29.98,https://cdnm.sanmar.com/imglib/mresjpg/2014/f10/YST244_black_model_front_072014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f10/YST244_black_model_back_072014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f17/YST244_black_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2014/f17/YST244_black_flat_back.jpg ,YST244_productmeasurement.pdf,https://www.sanmar.com/p/6316/decorationSpecSheet,908151,Sport-Tek® Youth Sport-Wick® Fleece Hooded Pullover. YST244,0,YST244
YST237,17.99,https://cdnm.sanmar.com/imglib/mresjpg/2014/f10/YST237_black_model_front_072014.jpg,Designed for performance and comfort Sport-Wick moisture-wicking technology makes these anti-static fleece pants go beyond typical sweats . Coordinates with all Sport-Wick Fleece pullovers and jackets. 5.5-ounce 100% polyester Elastic waistband No drawcord Front slash pockets Open hem cuffs *Please note: This product is transitioning from woven labels to tag-free labels. Your order may contain a combination of both labels *Due to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process. ,Sport-Tek,0,YouthPants,Black,1.08,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2014/f10/YST237_black_model_front_072014.jpg,YST237,Youth Sizes: XS-XL,27.98,0,XS,0,17.99,1,27.98,https://cdnm.sanmar.com/imglib/mresjpg/2014/f10/YST237_black_model_front_072014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f10/YST237_black_model_back_072014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f7/YST237_black_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f11/YST237_black_flat_back.jpg ,YST237_productmeasurement.pdf,https://www.sanmar.com/p/6314/decorationSpecSheet,908501,Sport-Tek® Youth Sport-Wick® Fleece Pant. YST237,0,YST237
DT5201,3.69,https://cdnm.sanmar.com/imglib/mresjpg/2014/f4/DT5201_white_model_front_042014.jpg,Move to your own beat in this fully amped long sleeve tee. 4.5-ounce 100% soft spun cotton 30 singles 90/10 soft spun cotton/poly (Heather Grey) Tear-away tag ,District,0,Long Sleeve,White,0.32,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2014/f4/DT5201_white_model_front_042014.jpg,DT5201,Juniors Sizes: XS-4XL,7.38,0,XS,0,3.69,1,0,https://cdnm.sanmar.com/imglib/mresjpg/2014/f4/DT5201_white_model_front_042014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f4/DT5201_white_model_back_042014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f4/DT5201_white_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2014/f5/DT5201_white_flat_back.jpg ,DT5201_productmeasurement.pdf,https://www.sanmar.com/p/6341/decorationSpecSheet,911421,DISCONTINUED District® Juniors The Concert Tee® Long Sleeve V-Neck. DT5201,0,DT5201
Y328,17.99,https://cdnm.sanmar.com/imglib/mresjpg/2016/f17/Y328_trueblack_model_front_102016.jpg,All the hardworking performance of our favorite bomber-style jacket--at an exceptionally good price. The Charger Jacket withstands cold temps with a water-resistant shell warm heavyweight fleece lining and insulated sleeves. Dyed-to-match lining and zippers give it a clean cohesive look. 100% polyester Taslan shell 100% polyester fleece body lining 100% polyester heavyweight sleeve lining with 3-ounce polyfill Vislon zipper Front zippered pockets Interior pocket Rib knit cuffs and waistband Port Pocket for easy embroidery access  ,Port Authority,0,Youth,True Black,1.16,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2016/f17/Y328_trueblack_model_front_102016.jpg,Y328,Youth Sizes: XS-XL,35.98,0,XS,0,17.99,1,35.98,https://cdnm.sanmar.com/imglib/mresjpg/2016/f17/Y328_trueblack_model_front_102016.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2016/f17/Y328_trueblack_model_back_102016.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f8/Y328_trueblack_flat_front.jpg , ,Y328_productmeasurement.pdf,https://www.sanmar.com/p/6444/decorationSpecSheet,929891,DISCONTINUED Port Authority® Youth Charger Jacket. Y328,0,Y328
PC54YLS,5.35,https://cdnm.sanmar.com/imglib/mresjpg/2021/f11/PC54YLS_aquaticblue_model_front.jpg,An indispensable t-shirt in our classic silhouette--with a very friendly price.5.4-ounce 100% cotton 90/10 cotton/poly (Athletic Heather) 50/50 cotton/poly (Dark Heather Grey Heather Navy Neon Pink) 1x1 rib knit cuffs Removable tag for comfort and relabeling  ,Port & Company,0,YouthLong Sleeve,Aquatic Blue,0.28,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2021/f11/PC54YLS_aquaticblue_model_front.jpg,PC54YLS,Youth Sizes: XS-XL,8.7,0,XS,0,5.35,1,8.7,https://cdnm.sanmar.com/imglib/mresjpg/2021/f11/PC54YLS_aquaticblue_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2021/f11/PC54YLS_aquaticblue_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f11/PC54YLS_aquaticblue_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f10/PC54YLS_aquaticblue_flat_back.jpg ,PC54YLS_productmeasurement.pdf,https://www.sanmar.com/p/6462/decorationSpecSheet,935641,Port & Company® Youth Long Sleeve Core Cotton Tee. PC54YLS,0,PC54YLS
PC146Y,18.49,https://cdnm.sanmar.com/imglib/mresjpg/2014/f10/PC146Y_black_model_front_072014.jpg,This throwback look is colorful and comfortable. This sweatshirt is created with a prepared-for-dye blank and hand dyed for a vibrant look.7.8-ounce 80/20 cotton/poly fleece Two-ply hood No drawcord at hood Front pouch pocketThe tie-dye process infuses each garment with unique character. Please allow for slight color variation. ,Port & Company,0,YouthT-shirts,Black,0.67,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2014/f10/PC146Y_black_model_front_072014.jpg,PC146Y,Youth Sizes: XS-XL,28.98,0,XS,0,18.49,1,28.98,https://cdnm.sanmar.com/imglib/mresjpg/2014/f10/PC146Y_black_model_front_072014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f10/PC146Y_black_model_back_072014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f10/PC146Y_black_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2014/f12/PC146Y_black_flat_back.jpg ,PC146Y_productmeasurement.pdf,https://www.sanmar.com/p/6467/decorationSpecSheet,939271,Port & Company® Youth Tie-Dye Pullover Hooded Sweatshirt. PC146Y,0,PC146Y
PC380Y,3.9,https://cdnm.sanmar.com/imglib/mresjpg/2014/f10/PC380Y_deepnavy_model_front_072014.jpg,Rated UPF50 to help combat harmful UV rays this tee also performs with Dry Zone moisture-wicking technology to keep you cool dry and comfortable. 3.8-ounce 100% polyester Removable tag for comfort and relabelingDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production.Please note: This product is transitioning from tag-free labels to tear-away labels. Your order may contain a combination of both. ,Port & Company,0,Youth,Deep Navy,0.15,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2014/f10/PC380Y_deepnavy_model_front_072014.jpg,PC380Y,Youth Sizes: XS-XL,5.8,0,XS,0,3.9,1,5.8,https://cdnm.sanmar.com/imglib/mresjpg/2014/f10/PC380Y_deepnavy_model_front_072014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f10/PC380Y_deepanvy_model_back_072014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f10/PC380Y_deepnavy_form_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f10/PC380Y_deepnavy_back.jpg ,PC380Y_productmeasurement.pdf,https://www.sanmar.com/p/6524/decorationSpecSheet,952111,Port & Company® Youth Performance Tee. PC380Y,0,PC380Y
DT4301,3.49,https://cdnm.sanmar.com/imglib/mresjpg/2014/f20/DT4301_deepturquoise_model_front_122014.jpg,Show off your arms (and a little attitude) with this garment-washed tank.3.7-ounce 100% ring spun combed cotton 40 singlesLeft chest pocket ,District,0,Tanks,Deep Turquoise,0.24,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2014/f20/DT4301_deepturquoise_model_front_122014.jpg,DT4301,Juniors Sizes: XS-4XL,6.98,0,XS,0,3.49,1,6.98,https://cdnm.sanmar.com/imglib/mresjpg/2014/f20/DT4301_deepturquoise_model_front_122014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f21/DT4301_deepturquoise_model_back_122014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f20/DT4301_deepturquoise_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f1/DT4301_deepturquoise_back.jpg ,DT4301_productmeasurement.pdf,https://www.sanmar.com/p/6620/decorationSpecSheet,978681,DISCONTINUED District® Juniors Soft Wash Muscle Tank. DT4301,0,DT4301
YST93,17.99,https://cdnm.sanmar.com/imglib/mresjpg/2014/f20/YST93_blacktruered_model_front_122014.jpg,Stay on track in this comfortable track jacket that features piping and sublimated dot print sleeve panels for bold graphic interest.100% polyester tricot Soft-brushed backing Cadet collar Slash pockets Single stripe sleeve graphic Rib knit cuffs and hem ,Sport-Tek,0,Youth,True Red/ Black,0.88,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2014/f20/YST93_blacktruered_model_front_122014.jpg,YST93,Youth Sizes: XS-XL,35.98,0,L,0,17.99,4,35.98,https://cdnm.sanmar.com/imglib/mresjpg/2014/f20/YST93_blacktruered_model_front_122014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f21/YST93_blacktruered_model_back_122014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f21/YST93_blacktruered_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f8/YST93_blacktruered_flat_back.jpg ,YST93_productmeasurement.pdf,https://www.sanmar.com/p/6624/decorationSpecSheet,979384,DISCONTINUED Sport-Tek® Youth Dot Sublimation Tricot Track Jacket. YST93,0,YST93
YST360,5.99,https://cdnm.sanmar.com/imglib/mresjpg/2014/f20/YST360_deeporangehthr_model_front_122014.jpg,Ultra breathability meets an excellent snag-resistant heathered appearance at an equally great value.3.8-ounce 100% polyester jersey Removable tag for comfort and relabeling Set-in sleeves*Due to the nature of 100% polyester performance fabrics special care must be taken throughout the screen printing process. ,Sport-Tek,0,Youth,Deep Orange Heather,0.2,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2014/f20/YST360_deeporangehthr_model_front_122014.jpg,YST360,Youth Sizes: XS-XL,9.98,0,XS,0,5.99,1,9.98,https://cdnm.sanmar.com/imglib/mresjpg/2014/f20/YST360_deeporangehthr_model_front_122014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f21/YST360_deeporangehthr_model_back_122014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2015/f1/YST360_deeporangehthr_form_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f1/YST360_deeporangehthr_form_back.jpg ,YST360_productmeasurement.pdf,https://www.sanmar.com/p/6678/decorationSpecSheet,992291,Sport-Tek® Youth Heather Contender Tee. YST360,0,YST360
YST370,8.19,https://cdnm.sanmar.com/imglib/mresjpg/2014/f20/YST370_irongrey_model_front_122014.jpg,With an all-over sublimated digital camo print and powerful moisture wicking CamoHex delivers high performance and bold style for athletes and fans alike.4-ounce 100% polyester interlock Tag-free label Set-in sleeves*Due to the nature of 100% polyester performance fabrics special care must be taken throughout the screen printing process. ,Sport-Tek,0,Youth,Iron Grey,0.18,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2014/f20/YST370_irongrey_model_front_122014.jpg,YST370,Youth Sizes: XS-XL,12.38,0,XS,0,8.19,1,12.38,https://cdnm.sanmar.com/imglib/mresjpg/2014/f20/YST370_irongrey_model_front_122014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f21/YST370_irongrey_model_back_122014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2014/f20/ST370_irongrey_form_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f1/ST370_irongrey_form_back.jpg ,YST370_productmeasurement.pdf,https://www.sanmar.com/p/6679/decorationSpecSheet,992381,Sport-Tek® Youth CamoHex Tee. YST370,0,YST370
